valid_name,synonyms,availability,region,subgroup,group
Onuphis pseudoiridescens,Onuphis pseudoiridescens,public_outside,Chile,Annelida,Invertebrate
Paraprionospio pinnata,Paraprionospio pinnata,public_outside,Chile,Annelida,Invertebrate
Pelagobia longicirrata,Pelagobia longicirrata,public_outside,Chile,Annelida,Invertebrate
Perinereis gualpensis,Perinereis gualpensis,public_outside,Chile,Annelida,Invertebrate
Phragmatopoma virgini,Phragmatopoma moerchi,public_outside,Chile,Annelida,Invertebrate
Phragmatopoma virgini,Phragmatopoma virgini,public_outside,Chile,Annelida,Invertebrate
Pista brevibranchiata,Pista brevibranchiata,public_outside,Chile,Annelida,Invertebrate
Pista cristata,Pista cristata,public_outside,Chile,Annelida,Invertebrate
Platynereis magalhaensis,Platynereis magalhaensis,private,Chile,Annelida,Invertebrate
Polycirrus plumosus,Polycirrus plumosus,private,Chile,Annelida,Invertebrate
Polydora rickettsi,Polydora rickettsi,private,Chile,Annelida,Invertebrate
Polyeunoa laevis,Polynoe thouarellicola,private,Chile,Annelida,Invertebrate
Polyeunoa laevis,Polyeunoa laevis,public_outside,Chile,Annelida,Invertebrate
Prionospio ehlersi,Prionospio ehlersi,public_outside,Chile,Annelida,Invertebrate
Prionospio pygmaeus,Apoprionospio pygmaea,public_outside,Chile,Annelida,Invertebrate
Prionospio steenstrupi,Prionospio steenstrupi,public_outside,Chile,Annelida,Invertebrate
Psamathe fusca,Kefersteinia cirrata,private,Chile,Annelida,Invertebrate
Psamathe fusca,Psamathe fusca,public_outside,Chile,Annelida,Invertebrate
Scalibregma inflatum,Scalibregma inflatum,public_outside,Chile,Annelida,Invertebrate
Serpula narconensis,Serpula narconensis,private,Chile,Annelida,Invertebrate
Sigambra bassi,Sigambra bassi,public_outside,Chile,Annelida,Invertebrate
Sphaerodoropsis parva,Sphaerodoropsis parva,private,Chile,Annelida,Invertebrate
Sphaerosyllis hirsuta,Sphaerosyllis hirsuta,public_outside,Chile,Annelida,Invertebrate
Spiophanes bombyx,Spiophanes bombyx,public_outside,Chile,Annelida,Invertebrate
Spiophanes duplex,Spiophanes duplex,public_outside,Chile,Annelida,Invertebrate
Spiophanes kroyeri,Spiophanes kroyeri,public_outside,Chile,Annelida,Invertebrate
Spirobranchus triqueter,Pomatoceros triqueter,public_outside,Chile,Annelida,Invertebrate
Spirobranchus triqueter,Spirobranchus triqueter,private,Chile,Annelida,Invertebrate
Sternaspis scutata,Sternaspis scutata,public_inside,Chile,Annelida,Invertebrate
Syllis armillaris,Syllis armillaris,private,Chile,Annelida,Invertebrate
Syllis hyalina,Syllis hyalina,public_outside,Chile,Annelida,Invertebrate
Thelepus setosus,Thelepus spectabilis,private,Chile,Annelida,Invertebrate
Tomopteris septentrionalis,Tomopteris septentrionalis,public_outside,Chile,Annelida,Invertebrate
Travisia kerguelensis,Travisia kerguelensis,private,Chile,Annelida,Invertebrate
Travisiopsis coniceps,Travisiopsis coniceps,private,Chile,Annelida,Invertebrate
Travisiopsis levinseni,Travisiopsis levinseni,private,Chile,Annelida,Invertebrate
Typhloscolex muelleri,Typhloscolex muelleri,public_outside,Chile,Annelida,Invertebrate
Acanthocyclus albatrossis,Acanthocyclus albatrossis,public_inside,Chile,Arthropoda,Invertebrate
Acanthocyclus gayi,Acanthocyclus gayi,public_inside,Chile,Arthropoda,Invertebrate
Acanthocyclus hassleri,Acanthocyclus hassleri,public_inside,Chile,Arthropoda,Invertebrate
Acanthoserolis schythei,Acanthoserolis schythei,private,Chile,Arthropoda,Invertebrate
Achelia assimilis,Achelia assimilis,public_inside,Chile,Arthropoda,Invertebrate
Aega magnifica,Aega magnifica,private,Chile,Arthropoda,Invertebrate
Aetideopsis minor,Aetideopsis minor,public_outside,Chile,Arthropoda,Invertebrate
Aetideopsis multiserrata,Aetideopsis multiserrata,public_outside,Chile,Arthropoda,Invertebrate
Aetideus armatus,Aetideus armatus,public_outside,Chile,Arthropoda,Invertebrate
Agetus flaccus,Agetus flaccus,private,Chile,Arthropoda,Invertebrate
Agetus typicus,Agetus typicus,private,Chile,Arthropoda,Invertebrate
Amaryllis macrophthalma,Amaryllis macrophthalma,private,Chile,Arthropoda,Invertebrate
Anoplodactylus californicus,Anoplodactylus californicus,public_inside,Chile,Arthropoda,Invertebrate
Anthosoma crassum,Anthosoma crassum,public_outside,Chile,Arthropoda,Invertebrate
Aora typica,Aora typica,public_outside,Chile,Arthropoda,Invertebrate
Aristias antarcticus,Aristias antarcticus,private,Chile,Arthropoda,Invertebrate
Austromegabalanus psittacus,Austromegabalanus psittacus,public_inside,Chile,Arthropoda,Invertebrate
Austropandalus grayi,Austropandalus grayi,public_inside,Chile,Arthropoda,Invertebrate
Betaeus truncatus,Betaeus truncatus,public_inside,Chile,Arthropoda,Invertebrate
Calanoides acutus,Calanoides acutus,public_outside,Chile,Arthropoda,Invertebrate
Calanus chilensis,Calanus chilensis,public_inside,Chile,Arthropoda,Invertebrate
Calanus propinquus,Calanus propinquus,public_outside,Chile,Arthropoda,Invertebrate
Calanus simillimus,Calanus simillimus,public_outside,Chile,Arthropoda,Invertebrate
Calcinus nitidus,Calcinus nitidus,public_outside,Chile,Arthropoda,Invertebrate
Callipallene margarita,Callipallene margarita,public_inside,Chile,Arthropoda,Invertebrate
Calocalanus styliremis,Calocalanus styliremis,public_outside,Chile,Arthropoda,Invertebrate
Cancer porteri,Cancer porteri,public_outside,Chile,Arthropoda,Invertebrate
Candacia bipinnata,Candacia bipinnata,public_outside,Chile,Arthropoda,Invertebrate
Candacia catula,Candacia catula,public_outside,Chile,Arthropoda,Invertebrate
Candacia ethiopica,Candacia ethiopica,public_outside,Chile,Arthropoda,Invertebrate
Candacia longimana,Candacia longimana,public_outside,Chile,Arthropoda,Invertebrate
Caprella equilibra,Caprella equilibra,public_outside,Chile,Arthropoda,Invertebrate
Caprella penantis,Caprella penantis,public_outside,Chile,Arthropoda,Invertebrate
Caprella scaura,Caprella scaura,public_outside,Chile,Arthropoda,Invertebrate
Centropages typicus,Centropages typicus,public_outside,Chile,Arthropoda,Invertebrate
Cervimunida johni,Cervimunida johni,public_inside,Chile,Arthropoda,Invertebrate
Chaceon affinis,Chaceon affinis,public_outside,Chile,Arthropoda,Invertebrate
Chiridius gracilis,Chiridius gracilis,public_outside,Chile,Arthropoda,Invertebrate
Clausocalanus arcuicornis,Clausocalanus arcuicornis,public_outside,Chile,Arthropoda,Invertebrate
Clausocalanus furcatus,Clausocalanus furcatus,public_outside,Chile,Arthropoda,Invertebrate
Clausocalanus jobei,Clausocalanus jobei,public_outside,Chile,Arthropoda,Invertebrate
Colossendeis angusta,Colossendeis angusta,public_outside,Chile,Arthropoda,Invertebrate
Colossendeis colossea,Colossendeis gigas,public_outside,Chile,Arthropoda,Invertebrate
Colossendeis colossea,Colossendeis colossea,public_outside,Chile,Arthropoda,Invertebrate
Colossendeis macerrima,Colossendeis japonica,public_outside,Chile,Arthropoda,Invertebrate
Colossendeis macerrima,Colossendeis macerrima,public_inside,Chile,Arthropoda,Invertebrate
Colossendeis media,Colossendeis media,private,Chile,Arthropoda,Invertebrate
Conchoderma virgatum,Conchoderma hunteri,public_outside,Chile,Arthropoda,Invertebrate
Conchoderma virgatum,Conchoderma virgatum,public_outside,Chile,Arthropoda,Invertebrate
Conchoecetta acuminata,Conchoecetta acuminata,public_outside,Chile,Arthropoda,Invertebrate
Conchoecilla chuni,Conchoecilla chuni,private,Chile,Arthropoda,Invertebrate
Conchoecilla daphnoides,Conchoecilla daphnoides,public_outside,Chile,Arthropoda,Invertebrate
Conchoecissa imbricata,Conchoecissa imbricata,public_outside,Chile,Arthropoda,Invertebrate
Conchoecissa symmetrica,Conchoecissa symmetrica,public_outside,Chile,Arthropoda,Invertebrate
Corycaeus speciosus,Corycaeus speciosus,public_outside,Chile,Arthropoda,Invertebrate
Crassicorophium bonellii,Crassicorophium bonellii,public_outside,Chile,Arthropoda,Invertebrate
Cristaserolis convexa,Cristaserolis convexa,private,Chile,Arthropoda,Invertebrate
Cryptocopoides arcticus,Cryptocopoides arcticus,private,Chile,Arthropoda,Invertebrate
Ctenocalanus citer,Ctenocalanus citer,public_outside,Chile,Arthropoda,Invertebrate
Ctenocalanus vanus,Ctenocalanus vanus,public_outside,Chile,Arthropoda,Invertebrate
Cyclaspis longicaudata,Cyclaspis longicaudata,private,Chile,Arthropoda,Invertebrate
Cyphocaris richardi,Cyphocaris richardi,private,Chile,Arthropoda,Invertebrate
Diastylis planifrons,Diastylis planifrons,private,Chile,Arthropoda,Invertebrate
Dioithona oculata,Oithona oculata,public_outside,Chile,Arthropoda,Invertebrate
Discoconchoecia elegans,Discoconchoecia elegans,public_outside,Chile,Arthropoda,Invertebrate
Elthusa vulgaris,Lironeca vulgaris,public_outside,Chile,Arthropoda,Invertebrate
Elthusa vulgaris,Elthusa vulgaris,public_outside,Chile,Arthropoda,Invertebrate
Emerita analoga,Emerita analoga,public_inside,Chile,Arthropoda,Invertebrate
Euaugaptilus laticeps,Euaugaptilus laticeps,public_outside,Chile,Arthropoda,Invertebrate
Euaugaptilus magnus,Euaugaptilus magnus,public_outside,Chile,Arthropoda,Invertebrate
Euchaeta marina,Euchaeta marina,public_outside,Chile,Arthropoda,Invertebrate
Euchaeta media,Euchaeta media,public_outside,Chile,Arthropoda,Invertebrate
Euchirella amoena,Euchirella amoena,public_outside,Chile,Arthropoda,Invertebrate
Euchirella pulchra,Euchirella pulchra,public_outside,Chile,Arthropoda,Invertebrate
Eucopia grimaldii,Eucopia grimaldii,public_outside,Chile,Arthropoda,Invertebrate
Euphausia diomedeae,Euphausia diomedeae,public_outside,Chile,Arthropoda,Invertebrate
Euphausia gibboides,Euphausia gibboides,public_outside,Chile,Arthropoda,Invertebrate
Euphausia lucens,Euphausia lucens,public_outside,Chile,Arthropoda,Invertebrate
Euphausia mutica,Euphausia mutica,public_outside,Chile,Arthropoda,Invertebrate
Euphausia recurva,Euphausia recurva,public_outside,Chile,Arthropoda,Invertebrate
Euphausia similis,Euphausia similis,public_outside,Chile,Arthropoda,Invertebrate
Euphausia vallentini,Euphausia vallentini,public_outside,Chile,Arthropoda,Invertebrate
Eurypodius latreillii,Eurypodius latreillii,public_inside,Chile,Arthropoda,Invertebrate
Eurypodius longirostris,Eurypodius longirostris,public_inside,Chile,Arthropoda,Invertebrate
Eurythenes gryllus,Eurythenes gryllus,public_outside,Chile,Arthropoda,Invertebrate
Euterpina acutifrons,Euterpina acutifrons,public_outside,Chile,Arthropoda,Invertebrate
Exosphaeroma studeri,Exosphaeroma studeri,private,Chile,Arthropoda,Invertebrate
Gaetanus brevispinus,Gaetanus brevispinus,public_outside,Chile,Arthropoda,Invertebrate
Gaetanus miles,Gaetanus miles,public_outside,Chile,Arthropoda,Invertebrate
Gaetanus minor,Gaetanus minor,public_outside,Chile,Arthropoda,Invertebrate
Gaetanus tenuispinus,Gaetanus tenuispinus,public_outside,Chile,Arthropoda,Invertebrate
Galacantha bellis,Galacantha bellis,private,Chile,Arthropoda,Invertebrate
Gondogeneia antarctica,Gondogeneia antarctica,private,Chile,Arthropoda,Invertebrate
Halicarcinus planatus,Halicarcinus planatus,public_inside,Chile,Arthropoda,Invertebrate
Halocypria globosa,Halocypria globosa,public_outside,Chile,Arthropoda,Invertebrate
Halocypris inflata,Halocypris inflata,public_outside,Chile,Arthropoda,Invertebrate
Haloptilus acutifrons,Haloptilus acutifrons,private,Chile,Arthropoda,Invertebrate
Haloptilus longicornis,Haloptilus longicornis,public_outside,Chile,Arthropoda,Invertebrate
Haloptilus oxycephalus,Haloptilus oxycephalus,private,Chile,Arthropoda,Invertebrate
Hemisquilla ensigera,Hemisquilla ensigera,public_outside,Chile,Arthropoda,Invertebrate
Heterophoxus videns,Heterophoxus videns,private,Chile,Arthropoda,Invertebrate
Heterorhabdus papilliger,Heterorhabdus papilliger,public_outside,Chile,Arthropoda,Invertebrate
Heterorhabdus spinifrons,Heterorhabdus spinifrons,public_outside,Chile,Arthropoda,Invertebrate
Hyperiella antarctica,Hyperiella antarctica,public_outside,Chile,Arthropoda,Invertebrate
Ianthopsis laevis,Ianthopsis laevis,private,Chile,Arthropoda,Invertebrate
Jassa alonsoae,Jassa alonsoae,private,Chile,Arthropoda,Invertebrate
Jasus frontalis,Jasus frontalis,public_outside,Chile,Arthropoda,Invertebrate
Joeropsis curvicornis,Joeropsis curvicornis,private,Chile,Arthropoda,Invertebrate
Kyrtoecia kyrtophora,Kyrtoecia kyrtophora,public_outside,Chile,Arthropoda,Invertebrate
Leucothoe spinicarpa,Leucothoe spinicarpa,public_outside,Chile,Arthropoda,Invertebrate
Libidoclaea granaria,Libidoclaea granaria,private,Chile,Arthropoda,Invertebrate
Lithodes santolla,Lithodes santolla,public_inside,Chile,Arthropoda,Invertebrate
Lophothrix humilifrons,Lophothrix humilifrons,public_outside,Chile,Arthropoda,Invertebrate
Lucicutia aurita,Lucicutia aurita,public_outside,Chile,Arthropoda,Invertebrate
Lucicutia bicornuta,Lucicutia bicornuta,private,Chile,Arthropoda,Invertebrate
Lucicutia flavicornis,Lucicutia flavicornis,public_outside,Chile,Arthropoda,Invertebrate
Lucicutia wolfendeni,Lucicutia wolfendeni,public_outside,Chile,Arthropoda,Invertebrate
Macroscapha inaequata,Macroscapha inaequata,public_outside,Chile,Arthropoda,Invertebrate
Macroscapha turbida,Macroscapha turbida,public_outside,Chile,Arthropoda,Invertebrate
Mecynocera clausi,Mecynocera clausi,public_outside,Chile,Arthropoda,Invertebrate
Mesocalanus tenuicornis,Mesocalanus tenuicornis,public_outside,Chile,Arthropoda,Invertebrate
Mesocletodes abyssicola,Mesocletodes abyssicola,private,Chile,Arthropoda,Invertebrate
Metaconchoecia skogsbergi,Metaconchoecia skogsbergi,public_outside,Chile,Arthropoda,Invertebrate
Metridia gerlachei,Metridia gerlachei,public_outside,Chile,Arthropoda,Invertebrate
Microcalanus pygmaeus,Microcalanus pygmaeus,private,Chile,Arthropoda,Invertebrate
Microphasma agassizi,Microphasma agassizi,public_outside,Chile,Arthropoda,Invertebrate
Microsetella norvegica,Microsetella norvegica,public_outside,Chile,Arthropoda,Invertebrate
Microsetella rosea,Microsetella rosea,private,Chile,Arthropoda,Invertebrate
Mikroconchoecia curta,Mikroconchoecia curta,public_outside,Chile,Arthropoda,Invertebrate
Moruloidea darwinii,Moruloidea darwinii,private,Chile,Arthropoda,Invertebrate
Munida gregaria,Munida gregaria,public_inside,Chile,Arthropoda,Invertebrate
Munida spinosa,Munida spinosa,public_outside,Chile,Arthropoda,Invertebrate
Munidopsis opalescens,Munidopsis opalescens,public_outside,Chile,Arthropoda,Invertebrate
Munidopsis trifida,Munidopsis trifida,public_outside,Chile,Arthropoda,Invertebrate
Munidopsis verrucosus,Munidopsis verrucosus,public_outside,Chile,Arthropoda,Invertebrate
Nannocalanus minor,Nannocalanus minor,public_outside,Chile,Arthropoda,Invertebrate
Nauticaris magellanica,Nauticaris magellanica,public_inside,Chile,Arthropoda,Invertebrate
Nematobrachion boopis,Nematobrachion boopis,private,Chile,Arthropoda,Invertebrate
Nematobrachion flexipes,Nematobrachion flexipes,public_outside,Chile,Arthropoda,Invertebrate
Nematoscelis atlantica,Nematoscelis atlantica,public_outside,Chile,Arthropoda,Invertebrate
Nematoscelis megalops,Nematoscelis megalops,public_outside,Chile,Arthropoda,Invertebrate
Neocalanus cristatus,Neocalanus cristatus,public_outside,Chile,Arthropoda,Invertebrate
Neocalanus gracilis,Neocalanus gracilis,public_outside,Chile,Arthropoda,Invertebrate
Neocalanus tonsus,Neocalanus tonsus,public_outside,Chile,Arthropoda,Invertebrate
Neolithodes diomedeae,Neolithodes diomedeae,public_outside,Chile,Arthropoda,Invertebrate
Neoserolis exigua,Neoserolis exigua,private,Chile,Arthropoda,Invertebrate
Notochthamalus scabrosus,Notochthamalus scabrosus,public_inside,Chile,Arthropoda,Invertebrate
Nototanais dimorphus,Nototanais dimorphus,private,Chile,Arthropoda,Invertebrate
Nymphon subtile,Nymphon gracile,public_outside,Chile,Arthropoda,Invertebrate
Nymphon subtile,Nymphon subtile,private,Chile,Arthropoda,Invertebrate
Obtusoecia antarctica,Obtusoecia antarctica,public_outside,Chile,Arthropoda,Invertebrate
Oithona atlantica,Oithona atlantica,public_outside,Chile,Arthropoda,Invertebrate
Oithona attenuata,Oithona attenuata,public_outside,Chile,Arthropoda,Invertebrate
Oithona nana,Oithona nana,private,Chile,Arthropoda,Invertebrate
Oithona plumifera,Oithona plumifera,public_outside,Chile,Arthropoda,Invertebrate
Oithona setigera,Oithona setigera,private,Chile,Arthropoda,Invertebrate
Oithona similis,Oithona helgolandica,private,Chile,Arthropoda,Invertebrate
Oithona similis,Oithona similis,public_outside,Chile,Arthropoda,Invertebrate
Oithona simplex,Oithona simplex,public_outside,Chile,Arthropoda,Invertebrate
Oithona tenuis,Oithona tenuis,private,Chile,Arthropoda,Invertebrate
Oncaea media,Oncaea media,private,Chile,Arthropoda,Invertebrate
Oncaea mediterranea,Oncaea mediterranea,public_outside,Chile,Arthropoda,Invertebrate
Oncaea venusta,Oncaea venusta,public_outside,Chile,Arthropoda,Invertebrate
Orchestoidea tuberculata,Orchestoidea tuberculata,public_inside,Chile,Arthropoda,Invertebrate
Orthoconchoecia haddoni,Orthoconchoecia haddoni,public_outside,Chile,Arthropoda,Invertebrate
Pagurus comptus,Pagurus comptus,public_inside,Chile,Arthropoda,Invertebrate
Pallenopsis patagonica,Pallenopsis patagonica,public_inside,Chile,Arthropoda,Invertebrate
Pallenopsis pilosa,Pallenopsis pilosa,public_outside,Chile,Arthropoda,Invertebrate
Pallenopsis vanhoeffeni,Pallenopsis vanhoeffeni,public_outside,Chile,Arthropoda,Invertebrate
Panulirus pascuensis,Panulirus pascuensis,public_outside,Chile,Arthropoda,Invertebrate
Paracalanus indicus,Paracalanus indicus,public_outside,Chile,Arthropoda,Invertebrate
Paracalanus parvus,Paracalanus parvus,public_outside,Chile,Arthropoda,Invertebrate
Paraconchoecia aequiseta,Paraconchoecia aequiseta,public_outside,Chile,Arthropoda,Invertebrate
Paraconchoecia oblonga,Paraconchoecia oblonga,public_outside,Chile,Arthropoda,Invertebrate
Paraeuchaeta antarctica,Paraeuchaeta antarctica,public_outside,Chile,Arthropoda,Invertebrate
Paraeuchaeta barbata,Paraeuchaeta barbata,private,Chile,Arthropoda,Invertebrate
Paralomis granulosa,Paralomis granulosa,public_inside,Chile,Arthropoda,Invertebrate
Paralomis spinosissima,Paralomis spinosissima,public_outside,Chile,Arthropoda,Invertebrate
Parandania boecki,Parandania boecki,private,Chile,Arthropoda,Invertebrate
Parawaldeckia kidderi,Parawaldeckia kidderi,public_outside,Chile,Arthropoda,Invertebrate
Pareucalanus attenuatus,Eucalanus attenuatus,private,Chile,Arthropoda,Invertebrate
Pareucalanus attenuatus,Eucalanus pseudattenuatus,public_outside,Chile,Arthropoda,Invertebrate
Pareucalanus attenuatus,Pareucalanus attenuatus,public_outside,Chile,Arthropoda,Invertebrate
Pareucalanus sewelli,Eucalanus sewelli,public_outside,Chile,Arthropoda,Invertebrate
Pareucalanus sewelli,Pareucalanus sewelli,private,Chile,Arthropoda,Invertebrate
Peltarion spinulosum,Peltarion spinulosum,public_inside,Chile,Arthropoda,Invertebrate
Petrolisthes tuberculatus,Petrolisthes tuberculatus,public_inside,Chile,Arthropoda,Invertebrate
Petrolisthes violaceus,Petrolisthes violaceus,public_inside,Chile,Arthropoda,Invertebrate
Phaenna spinifera,Phaenna spinifera,public_outside,Chile,Arthropoda,Invertebrate
Phronima atlantica,Phronima atlantica,private,Chile,Arthropoda,Invertebrate
Phronima sedentaria,Phronima sedentaria,public_outside,Chile,Arthropoda,Invertebrate
Phronima stebbingi,Phronima stebbingi,private,Chile,Arthropoda,Invertebrate
Phronimella elongata,Phronimella elongata,public_outside,Chile,Arthropoda,Invertebrate
Platymera gaudichaudii,Platymera gaudichaudii,private,Chile,Arthropoda,Invertebrate
Pleuromamma abdominalis,Pleuromamma abdominalis,public_outside,Chile,Arthropoda,Invertebrate
Pleuromamma gracilis,Pleuromamma gracilis,public_outside,Chile,Arthropoda,Invertebrate
Pleuromamma xiphias,Pleuromamma xiphias,public_outside,Chile,Arthropoda,Invertebrate
Pontellina plumata,Pontellina plumata,public_outside,Chile,Arthropoda,Invertebrate
Porroecia spinirostris,Porroecia spinirostris,public_outside,Chile,Arthropoda,Invertebrate
Primno macropa,Primno macropa,private,Chile,Arthropoda,Invertebrate
Proceroecia procera,Proceroecia procera,public_outside,Chile,Arthropoda,Invertebrate
Propagurus gaudichaudii,Propagurus gaudichaudii,public_inside,Chile,Arthropoda,Invertebrate
Pseudoamallothrix emarginata,Pseudoamallothrix emarginata,public_outside,Chile,Arthropoda,Invertebrate
Pseudoconchoecia serrulata,Pseudoconchoecia serrulata,public_outside,Chile,Arthropoda,Invertebrate
Pseudocorystes sicarius,Pseudocorystes sicarius,public_inside,Chile,Arthropoda,Invertebrate
Pycnogonum gaini,Pycnogonum gaini,public_outside,Chile,Arthropoda,Invertebrate
Rectarcturus kophameli,Rectarcturus kophameli,private,Chile,Arthropoda,Invertebrate
Rhincalanus nasutus,Rhincalanus nasutus,public_outside,Chile,Arthropoda,Invertebrate
Rhynchocinetes typus,Rhynchocinetes typus,public_outside,Chile,Arthropoda,Invertebrate
Scaphocalanus brevicornis,Scaphocalanus brevicornis,public_outside,Chile,Arthropoda,Invertebrate
Scina tullbergi,Scina tullbergi,private,Chile,Arthropoda,Invertebrate
Scolecithricella dentata,Scolecithricella dentata,public_outside,Chile,Arthropoda,Invertebrate
Scolecithricella minor,Scolecithricella minor,public_outside,Chile,Arthropoda,Invertebrate
Scolecithrix bradyi,Scolecithrix bradyi,public_outside,Chile,Arthropoda,Invertebrate
Scolecithrix danae,Scolecithrix danae,public_outside,Chile,Arthropoda,Invertebrate
Stereomastis nana,Stereomastis nana,public_outside,Chile,Arthropoda,Invertebrate
Stereomastis sculpta,Stereomastis sculpta,public_outside,Chile,Arthropoda,Invertebrate
Stereomastis suhmi,Stereomastis suhmi,public_outside,Chile,Arthropoda,Invertebrate
Stylocheiron abbreviatum,Stylocheiron abbreviatum,public_outside,Chile,Arthropoda,Invertebrate
Stylocheiron affine,Stylocheiron affine,public_outside,Chile,Arthropoda,Invertebrate
Stylocheiron carinatum,Stylocheiron carinatum,public_outside,Chile,Arthropoda,Invertebrate
Stylocheiron elongatum,Stylocheiron elongatum,public_outside,Chile,Arthropoda,Invertebrate
Stylocheiron longicorne,Stylocheiron longicorne,public_outside,Chile,Arthropoda,Invertebrate
Stylocheiron maximum,Stylocheiron maximum,public_outside,Chile,Arthropoda,Invertebrate
Subeucalanus crassus,Subeucalanus crassus,public_outside,Chile,Arthropoda,Invertebrate
Subeucalanus longiceps,Subeucalanus longiceps,public_outside,Chile,Arthropoda,Invertebrate
Subeucalanus subtenuis,Eucalanus subtenuis,public_outside,Chile,Arthropoda,Invertebrate
Subeucalanus subtenuis,Subeucalanus subtenuis,public_outside,Chile,Arthropoda,Invertebrate
Sympagurus dimorphus,Sympagurus dimorphus,private,Chile,Arthropoda,Invertebrate
Taliepus dentatus,Taliepus dentatus,public_inside,Chile,Arthropoda,Invertebrate
Tanystylum neorhetum,Tanystylum neorhetum,public_inside,Chile,Arthropoda,Invertebrate
